score,label,timestamp
36.934913635253906,a cruise ship with the words dream cruises written on it,537.5
34.67689895629883,a military vehicle driving down a snowy road,217.5
34.280696868896484,a cruise ship with the word dream cruise written on it,538.5
34.18132400512695,a man wearing glasses on a tv screen,450.0
33.75615310668945,a group of people wearing face masks,478.0
33.51126480102539,a bar chart showing the number of people in germany,349.0
33.42936706542969,a group of people sitting outside a restaurant,404.5
33.10967254638672,tanks in a field with snow on the ground,225.0
32.99565124511719,a train going down a hill,593.5
32.863563537597656,two men shaking hands on a red carpet,60.0
32.77345657348633,a group of men in suits and ties walking down the stairs,76.5
32.76708984375,a group of men in suits and ties walking down a hallway,77.0
32.70599365234375,people sitting outside of a restaurant,403.0
32.46078872680664,a truck driving down a snowy road,219.0
32.340980529785156,a woman wearing a face mask at a pharmacy,399.0
32.17302703857422,a man in scrubs and glasses,461.5
31.976917266845703,tanks in the snow covered field,224.5
31.874849319458008,the train that was deraileded in the woods,617.5
31.77499771118164,the weather map for the uk,866.5
31.695646286010742,a woman with a microphone in front of a city at night,184.5
31.570905685424805,a military helicopter with a man laying on the ground,228.0
31.554746627807617,a statue on top of a flag,277.0
31.510761260986328,the train that crashed in the woods,618.5
31.506410598754883,a woman holding a microphone in front of a city at night,172.5
31.436180114746094,a train that has been deraileded,606.0
31.411102294921875,a crowd of people in a parking,301.5
31.271087646484375,a person sitting on the ground next to a bike,495.0
31.067127227783203,two men in suits and ties walking down the stairs,81.5
30.906023025512695,a group of missiles firing in the snow,231.0
30.86833953857422,a woman holding binoculars in front of a tv screen,897.5
30.83854866027832,people in a room with flags,113.5
30.783578872680664,people sitting outside of a restaurant,405.5
30.545833587646484,two men shaking hands in front of a building,61.0
30.535205841064453,two men walking in a factory,533.5
30.531963348388672,a man in a suit and tie speaking at a podium,127.5
30.50813102722168,a woman holding a microphone in front of a city at night,163.5
30.4661865234375,an ambulance on the side of a road,637.0
30.456735610961914,talibans walking down a road,307.5
30.358266830444336,a man climbing a ladder in the woods,632.0
30.32451820373535,a person sitting on the ground next to a bike,372.0
30.276277542114258,the scene of a fatal car crash on the highway,641.0
30.268117904663086,taliban talibans walking down the road,306.5
30.150468826293945,police cars parked on the side of a road,600.0
30.145605087280273,an ambulance and a car on the side of the road,637.5
