score,label,timestamp
37.52592468261719,the snow covered city of jerusalem,802.0
36.78387451171875,the snow covered city of jerusalem,810.5
36.51901245117188,the old city of jerusalem in the snow,801.0
34.39458465576172,a child playing in the snow,825.0
33.49067687988281,two people hugging in the european parliament,181.0
33.48524856567383,a man in a suit hugging another man in a suit,185.0
33.24946594238281,a snowman in front of a church,823.0
33.2092170715332,flowers and candles are seen in front of the church,209.5
33.15019226074219,a man hugging another man in a suit,182.5
33.13062286376953,a woman in scrubs in a hospital,528.5
32.619384765625,a bar chart showing the number of people in germany,519.5
32.54465103149414,the view from the roof of a building in jerusalem,807.0
32.18094253540039,people playing in the snow in front of a mosque,811.5
32.166160583496094,a candle and flowers in front of a stone wall,211.5
31.720195770263672,a bar chart showing the number of people in germany,515.5
31.678735733032227,a woman getting her teeth checked by a dentist,739.0
31.62507438659668,the weather map for the uk,860.5
31.352710723876957,two people walking down a hospital hallway,745.0
31.244903564453125,a person in scrubs in a hospital,529.0
31.20386505126953,the dome of the dome of the rock in jerusalem,804.0
31.196992874145508,a tree that has fallen on a car,818.0
30.98190689086914,a hospital hallway with people walking down it,744.0
30.947242736816406,a person typing on a computer,602.0
30.8864803314209,the view from the roof of a building in the old city of jerusalem,807.5
30.879472732543945,people playing in the snow on a street,813.5
30.86536407470703,"the uk weather map, with the uk and ireland highlighted in green",852.5
30.8501033782959,a man walking down a hospital hallway,742.5
30.834470748901367,a woman wearing a surgical mask,541.5
30.71742057800293,"the auschwitz museum in auschwitz, germany",187.5
30.696468353271484,a woman standing at a podium,708.5
30.64628791809082,a hospital room with a person in a hospital bed,556.5
30.57106590270996,two nurses in scrubs talking to each other nurses,541.0
30.504247665405277,a person in a hospital room,559.5
30.46984100341797,two doctors in scrubs in a hospital,528.0
30.29930305480957,"the uk weather map, with the uk in the background",847.0
30.25612449645996,a man with a beard and glasses standing in front of a podium,199.5
29.988037109375,a woman wearing a face mask walking down a street,687.5
29.955102920532227,two nurses in scrubs in a hospital,539.0
29.89073371887207,a desk with a laptop and a box,594.5
29.78605842590332,a woman in a hospital wearing protective gear,622.5
29.783504486083984,a weather map and a weather map,870.5
29.76114654541016,a woman wearing a face mask in a market,688.0
29.744264602661133,"the uk weather map, with the uk and ireland highlighted in blue",853.0
29.69527816772461,a woman standing at a podium,714.5
29.68722152709961,a woman standing at a podium,137.0
29.633995056152344,an outdoor market with people shopping,678.5
29.43126106262207,two surgeons in a hospital room,617.0
29.40920829772949,a farmers market with people shopping,684.5
29.3226318359375,a person in blue gloves and gloves,570.5
29.277624130249023,a man wearing a green apron,688.5
29.27031135559082,a futuristic room with a man in it,7.0
29.23540306091309,the weather map for the uk,847.5
29.21354103088379,a man in a hospital room,562.0
