score,label,timestamp
34.111454010009766,the nato flag is seen in this image,658.0
33.86239242553711,a man and woman signing a document,111.0
33.619449615478516,a group of people walking through an egyptian temple,860.5
33.445220947265625,a woman speaking at a podium in front of european flags,612.0
33.252052307128906,a group of people inside an egyptian temple,863.0
33.168212890625,the nato flag hanging in front of a building,659.0
33.0433464050293,president obama shaking hands with police officers,538.0
32.852638244628906,vladimir putin and his wife on a tv screen,19.5
32.705509185791016,a blue and white background with a world map in the background,615.0
32.062644958496094,a candle inside a cave in egypt,818.5
31.96688461303711,a person holding a red book,217.0
31.963403701782227,a woman speaking at a podium in front of european flags,604.5
31.9288330078125,a group of people wearing masks,637.5
31.906429290771484,a truck with a large dome on the back,54.5
31.8428955078125,the un security council meeting room,481.5
31.820886611938477,the white house taken from a video,457.5
31.725492477416992,the un logo on a gate,479.5
31.648508071899414,a group of people standing in front of an egyptian temple,859.5
31.643207550048828,two men in suits and masks,395.0
31.611867904663086,a woman standing at a podium in front of european flags,613.5
31.598039627075195,two men in suits and masks,338.0
31.581148147583008,the weather map for the uk,884.0
31.53168296813965,military vehicles parked in a field,59.5
31.497722625732422,a map showing the location of ukraine,230.0
31.4752254486084,the european flag and the eu flag,616.5
31.446096420288086,vladimir putin and his wife on a tv screen,46.0
31.441017150878906,the capitol building on a cloudy day,517.5
31.3856201171875,a bunch of trucks parked in a field,57.0
31.33402442932129,a map with the location of ukraine,210.0
31.282207489013672,the white house with a fence in front of it,460.0
31.20968246459961,vladimir putin and his wife on a tv screen,32.0
31.15570831298828,a map of ukraine and ukraine,179.5
31.149425506591797,a european flag with the eu flag in the background,629.0
31.12326431274414,vladimir putin and his wife on a tv screen,36.0
31.11380958557129,a woman in a purple jacket and black shirt speaking into microphones,389.5
31.066259384155273,a map with the location of ukraine,234.0
31.065082550048828,a woman signing a document with a man in the background,107.5
30.82331657409668,a european flag with the eu flag in the background,632.0
30.785371780395508,a map with the location of ukraine,186.0
30.772184371948242,vladimir putin and his wife on a tv screen,27.0
30.540138244628906,a man in a suit signing a document,107.0
30.531496047973633,a lizard in the shadows of a wall,869.5
30.51513671875,putin and his wife on the tv screen,50.0
30.485498428344727,a fire inside a cave in egypt,818.0
30.480026245117188,a light in a cave in egypt,817.5
30.305635452270508,a man in a white shirt and tie writing,511.5
30.14296531677246,"the great sphinx at abu, egypt",840.0
30.1297607421875,two men standing at podiums,353.0
30.100801467895508,a tank on the side of a road,51.5
30.098445892333984,a lizard in the shadows of a wall,798.0
30.05735206604004,a weather map with clouds and sun,916.5
30.010618209838867,a man being escorted by police officers,536.5
29.967172622680664,president obama being escorted by police officers,547.0
29.964406967163086,a map of ukraine with the location of ukraine,191.5
29.93459129333496,"the uk weather map, with a red triangle in the middle",887.0
29.9007625579834,a man in a white shirt and tie writing on a piece of paper,510.0
29.791288375854492,a map of the middle east,777.0
29.765188217163086,a man in a white shirt and tie writing on a piece of paper,507.5
29.590063095092773,the un security council in the united,485.0
29.492267608642578,a large pipe in the ocean,375.0
29.476268768310547,a woman wearing a face mask,219.0
29.43734359741211,a sculpture in front of a building,660.5
29.433189392089844,a group of people standing in a tunnel,811.0
29.411222457885742,ukraine with the location of ukraine,180.0
29.410614013671875,the white house with trees in front,462.0
29.335763931274414,a woman standing at a podium in front of european flags,607.0
29.256160736083984,a group of people sitting in a courtroom,152.5
29.221027374267578,a man standing at a podium in front of two flags,82.5
29.217180252075195,two men in suits and masks standing at podiums with flags behind them,398.5
29.21475601196289,the white house with a tree in front of it,463.0
29.1545352935791,a man in a suit signing a document,101.0
29.093660354614258,ukraine's map with the location of ukraine,183.5
29.088266372680664,a ship with a large pipe in the middle of the ocean,373.5
29.03219985961914,the white house from behind a fence,457.0
29.013423919677734,a large body of water in the desert,779.0
28.978544235229492,a woman sitting at a desk in front of a european flag,555.0
28.975873947143555,a group of men sitting in a lecture hall,149.5
28.905256271362305,the temple of hatshet in egypt,856.5
28.89841651916504,a military vehicle and a truck,62.0
28.89524269104004,a woman standing in front of a european flag,558.5
28.87397575378418,"the uk weather map, with the uk in the background",889.0
28.866090774536133,a group of people wearing masks,394.5
28.8528995513916,a traffic light with flags in the background,585.5
28.815338134765625,a crowd of people at a concert,812.5
28.798974990844727,a statue in front of the white house,452.5
28.777128219604492,a woman speaking into microphones,390.5
28.747549057006836,a man in a suit and tie standing at podiums with flags behind him,399.5
28.745328903198242,a woman in a blue suit and a man in a blue suit,247.5
28.73853874206543,a woman signing a document with a man in the background,106.0
28.724597930908203,a weather map with a weather map in the background,911.5
28.722827911376953,the capitol building with snow on the ground,515.5
28.70469856262207,two men standing at podiums with flags behind them,356.0
28.695384979248047,a woman in a blue dress sitting at a desk in front of a european flag,557.5
28.67089080810547,a woman in a blue suit and a man in a blue suit,244.5
28.642427444458008,a weather map with a few clouds,914.0
28.61357879638672,"the uk weather map, with a red triangle in the middle",882.5
28.58367156982422,two men in suits walking down a hallway,396.0
28.565292358398438,two men in suits and masks,344.5
28.555099487304688,the capitol building with snow on it,514.5
28.50817108154297,two men standing at podiums with flags behind them,400.5
28.482370376586914,a woman in a blue dress standing in front of a european flag,558.0
28.462177276611328,a traffic light with the european flag in the background,584.5
28.444122314453125,a woman standing in front of a european flag,556.0
28.41349983215332,a woman standing in front of a european flag,574.5
28.389741897583008,two men working on a wall,853.5
28.377216339111328,a woman standing in front of a european flag,552.0
28.367130279541016,"two boats in the water, one being towed by a crane",381.5
28.336368560791016,a woman sitting at a desk in front of a european flag,571.0
28.334903717041016,"the capitol building in washington, usa",516.5
28.323396682739258,two men standing at podiums with flags behind them,644.0
