score,label,timestamp
30.59134101867676,"a red background with the words,'50 heinen'and'50 heine",22.0
28.70912742614746,"a red and white background with the words,'50 heinen '",23.0
28.241634368896484,a man in a suit standing next to a military vehicle,295.0
27.880239486694336,a man in a suit standing next to a row of tanks,289.0
27.33304023742676,"a red background with the words,'50 heinen absortr '",22.5
26.96658515930176,a man and a woman on a tv screen,21.0
26.942995071411133,a man in a suit standing next to a tank,114.5
26.166784286499023,a man in a suit standing next to a tank,123.0
25.80276298522949,two men on a tv screen,157.5
25.16661834716797,a man in a suit talking to a group of soldiers,237.5
25.08001518249512,a man in a suit and tie with a tank in the background,133.5
24.90867805480957,a man in a suit standing next to a military vehicle,350.0
24.879528045654297,a man sitting in front of a tank,140.5
24.85859489440918,a man in a suit standing next to an armored vehicle,297.5
24.753877639770508,a man in a military uniform and a man in a suit,130.5
24.632991790771484,two men on a tv screen,182.5
24.566898345947266,a man in a suit and a man in a suit with a gun,127.0
24.514039993286133,a man in a suit sitting on a table next to a tank,134.0
24.434083938598636,two men on a tv screen,175.0
24.358137130737305,a man in a suit and tie standing next to a machine gun,347.0
24.339509963989254,two men on a tv screen,187.5
24.325664520263672,a man in a suit and tie standing in front of a military vehicle,298.0
24.23464012145996,a man in a suit standing next to a tank,350.5
24.188692092895508,a man in a suit and tie standing next to a machine gun,307.0
24.086374282836918,a man in a suit and tie on a tv screen,33.5
23.925546646118164,a man in a suit and tie standing next to a tank,354.0
23.818172454833984,a man standing in front of a tank,138.0
23.774457931518555,a man in a suit and tie on a tv screen,50.0
23.75196075439453,a man in a suit standing next to a tank,288.0
23.74534034729004,a man in a suit standing next to a machine gun,305.0
23.728052139282227,a man and woman on a tv screen,317.0
23.67245483398437,a man and a woman on a tv screen,316.5
23.654268264770508,a man in a suit and tie on a tv screen,7.0
23.545560836791992,a man in a suit and tie standing in front of a military vehicle,352.5
23.501754760742188,a man in a suit and tie,10.0
23.374248504638672,a man in a suit and tie on a tv screen,228.0
23.29361343383789,a man in a suit and tie on a tv screen,42.5
23.252723693847656,a man sitting in front of a tank,133.0
23.126863479614254,two people on a tv set,99.5
23.12626838684082,two people on a tv set,80.5
23.032283782958984,a man and woman on a tv set,244.0
23.029685974121094,a man in a suit and tie standing in front of a snow covered area,302.0
22.889163970947266,a man in a suit and tie on a tv screen,279.0
22.861482620239254,a woman in a white dress on a tv screen,323.0
22.764314651489254,two people on a tv set,247.0
22.764196395874023,two people on a tv set,78.0
22.754749298095703,a man in a suit and tie on a tv screen,113.0
22.739858627319336,a man in a suit and tie on a tv screen,330.0
22.58367729187012,a man in a suit and tie holding a football helmet,224.5
22.51300811767578,a man in a suit and tie on a tv screen,222.5
22.49589157104492,a man in a suit and tie standing in the snow,344.5
22.413822174072266,a man in a military uniform and a man in a suit,235.0
22.40509986877441,a man in a suit and tie on a tv screen,81.5
22.379777908325195,a man and woman on a tv screen,154.5
22.35511779785156,a man and woman on a tv screen,274.0
22.28934860229492,a man in a suit standing next to a poster,281.0
22.26907539367676,a man in a suit and tie on a tv screen,287.0
22.21959686279297,a man in a suit and tie with a helmet on his head,48.5
22.140464782714844,a man in a suit and tie standing next to a car in the snow,299.5
22.022653579711918,a man in a suit and tie with a helmet on his head,282.0
21.99741744995117,two people sitting at a table in front of a tv screen,248.0
21.98434066772461,two men talking to each other man,168.5
21.90684127807617,two men talking to each other man,192.0
21.777307510375977,a man in a suit and tie on a tv screen,70.0
21.638206481933597,a man in a suit and tie with a helmet on his head,219.0
21.574331283569336,a man and woman on a tv set,77.0
21.55705451965332,a man and a woman on a tv screen,272.0
21.511934280395508,a man in a suit and tie,142.0
21.44446182250977,a woman in a white dress sitting on a television screen,96.0
21.412109375,a woman with blonde hair and a man in a suit,206.0
21.35484504699707,a man in a suit and tie on a tv screen,251.0
21.319604873657227,a woman in a white dress and a man in a black suit,312.5
21.2430362701416,a man in a military uniform and a man in a suit and tie,234.5
21.215309143066406,a man standing in front of a tv screen,293.5
21.18095016479492,a man and woman on a tv set,339.0
21.12686920166016,two people sitting at a table,4.5
21.040115356445312,a woman and a man on a tv screen,15.0
20.945316314697266,a man in a military uniform and a woman in a military uniform,232.5
20.93644905090332,a woman sitting in front of a tv screen,321.5
20.86253929138184,two men sitting at a table in front of a tv screen,245.0
20.859102249145508,two people sitting at a table,41.0
20.782886505126957,a man in a suit and tie standing next to a penguin,291.0
20.73331642150879,a man in a suit and tie standing in the snow,303.0
20.683298110961918,two people sitting at a table,266.0
20.65231132507324,a man in a suit and tie with a gun,346.0
20.48405265808105,a woman with blonde hair and glasses,207.0
20.35717010498047,a man in a suit and tie,270.5
20.32302474975586,a man in a suit and tie with a helmet on his head,227.5
20.27594757080078,a man standing in front of a television screen,294.0
20.208065032958984,two people sitting at a table,249.5
20.16294288635254,a man in a suit standing next to a car,340.5
20.155391693115234,two people sitting at a table,79.0
19.99765968322754,two people sitting at a table,61.5
19.790571212768555,a man in a suit and tie,42.0
19.775712966918945,a woman in a white dress,95.5
19.743003845214844,a man in a suit and tie standing next to a television screen,291.5
19.714778900146484,a man in a suit and tie,253.5
19.666399002075195,a man standing in front of a tank,125.5
19.659236907958984,a woman in a white dress and a man in a black suit,209.5
19.574052810668945,a woman in a white dress and a man in a suit,321.0
19.45623779296875,two people sitting at a table,103.0
19.345157623291016,a woman in a white dress sitting on a chair,325.0
19.188457489013672,a man in a suit and tie,45.5
19.071025848388672,two people sitting at a table,195.0
18.9370231628418,"a man in a suit and tie, with the capt that reads'we are going to",216.0
18.803089141845703,a man in a military uniform and a man in a military uniform,132.0
18.31632804870605,a man in a suit and tie,218.5
17.80626678466797,"a man in a suit and tie, with the capt that reads,'we're",217.0
17.494396209716797,"a man in a suit and tie, with the capt that reads,'we are not",217.5
17.18746566772461,"a man in a suit and tie, with the capt that reads,'i'm",203.5
16.972692489624023,a man in a suit and tie is shown on a tv screen,241.0
10.878235816955566,a man in a suit and tie standing in front of a building,243.0
30.230026245117188,two ships in the water with smoke coming from them,28.0
30.160524368286133,a map of ukraine with red arrows,60.0
29.77731132507324,two ships in the water with smoke coming out of them,28.5
29.765134811401367,a map with people on it,71.5
29.50293731689453,tanks on a field with a sky background,23.0
28.987096786499023,a ship in the water with smoke coming out of it,27.5
28.58415985107422,a man in a coat and glasses is being interviewed by a reporter,380.0
28.533275604248047,an oil field with a large amount of oil in the background,21.5
28.52274703979492,two tanks in the middle east,25.5
28.442462921142575,a ship with smoke coming out of it,38.0
28.42376518249512,a man standing next to a wall with pictures on it,362.0
28.2750244140625,a military helicopter with a man in the cockpit,15.0
28.02681541442871,a helicopter flying over a field,20.0
27.95534896850586,a tank in the middle east,188.5
27.8999080657959,a man in a suit pointing to a map,40.0
27.79079818725586,a man in a suit and tie pointing to a map,50.5
27.790721893310547,a man in a suit pointing to a map,44.0
27.754695892333984,a man in a suit talking to a reporter,492.0
27.67506217956543,a man in a suit pointing at a map,57.0
27.66967391967773,a tank in the middle east,25.0
27.65713882446289,a military helicopter flying in the sky,16.0
