score,label,timestamp
27.698352813720703,a man talking to a reporter,246.5
26.729829788208008,a man talking to a reporter,290.5
26.69057846069336,a man on the street talking to a reporter,247.0
26.52312660217285,a man talking to a reporter on the street,178.0
26.504535675048828,a man standing in front of a store,123.0
26.392684936523438,a man talking to a reporter,287.5
26.262598037719727,a man with a gun on the street,243.0
26.249605178833008,a man on the street talking to a reporter,370.5
25.65865707397461,a man on a street with a car in the background,291.0
25.629289627075195,a man talking to a reporter,302.0
25.45741081237793,a man in a red jacket on the street,260.5
25.41013526916504,a man standing in front of a store,62.5
25.34819984436035,a man talking to a reporter on the street,302.5
25.160114288330078,a man on the street with a microphone,253.5
25.133018493652344,a man on the street with a car in the background,297.0
24.999204635620117,a man standing in front of a store,133.0
24.874719619750977,a man standing in front of a store,94.0
24.801467895507812,a man on the street with a car in the background,581.0
24.763635635375977,a man with a gun in the street,142.0
24.679235458374023,a man in a black jacket on the street,129.0
24.679126739501953,a man standing in front of a store,86.0
24.663612365722656,a man holding a microphone in the middle of a street,591.5
24.57048797607422,a man on the street with a microphone in his hand,430.5
24.549087524414062,a man talking to a reporter,511.0
24.494518280029297,a man on a street with a car in the background,390.5
24.492603302001953,a man in a black jacket on the street,111.0
24.47642707824707,a man on the street with a car in the background,285.0
24.3638973236084,a man in a black shirt on the street,143.0
24.35805892944336,a man in a black jacket on the street,433.5
24.356332778930664,a man in a black jacket on the street,189.0
24.3536319732666,a man in a black jacket on the street,89.5
24.341737747192383,a man in a black jacket on the street,113.0
24.317852020263672,a man in a black jacket on the street,381.5
24.283931732177734,a man standing in front of a store,39.0
24.280675888061523,a man on the street with a car in the background,154.0
24.266494750976562,a man on the street with a microphone in his hand,108.5
24.23967742919922,a man on the street with a car in the background,570.0
24.22123908996582,a man in a black jacket on a street,561.5
24.193864822387695,a man on the street with a microphone,263.5
24.177303314208984,a man on the street with a microphone,578.5
24.175132751464844,a man on the street with a car in the background,278.5
24.158292770385742,a man on the street with a car in the background,537.0
24.152864456176758,a man in a black jacket on the street,591.0
24.128936767578125,a man on the street with a microphone in his hand,254.0
24.095542907714844,a man in a black jacket on the street,103.0
24.051790237426758,a man in a black jacket on the street,58.0
24.047353744506836,a man on the street with a microphone in his hand,395.0
24.039695739746094,a man on the street with a car in the background,299.0
23.991844177246094,a man in a black jacket on the street,490.5
23.98992156982422,a man on the street with a microphone in his hand,70.5
23.943769454956055,a man standing in front of a store,73.0
23.888690948486328,a man on a street with a car in the background,280.0
23.875534057617188,a man on the street with a microphone in his hand,388.0
23.866058349609375,a man on the street with a microphone in his hand,542.5
23.84971046447754,a man in a black jacket on the street,393.0
23.849668502807617,a man on the street with a microphone in his hand,146.5
23.848031997680664,a street with people walking on it,244.5
23.84195899963379,a man in a black jacket on the street,452.0
23.83156394958496,a man on the street with a microphone in his hand,182.5
23.80913543701172,a man in a black jacket and a white car,610.5
23.80557632446289,a man on the street with a microphone in his hand,32.0
23.80352210998535,a man holding a microphone in front of a car,295.0
23.735435485839844,a man in a black jacket pointing at the camera,429.5
23.733484268188477,a man on the street with a microphone in his hand,419.5
23.690391540527344,a man on the street with a microphone in his hand,180.5
23.674013137817383,a man on the street with a microphone in his hand,588.0
23.67060661315918,a man in a black jacket on a street,120.5
23.670358657836914,a man in a black jacket on the street,558.0
23.635395050048828,two people sitting at a table in front of a tv screen,310.5
23.61686134338379,a man on the street with a car in the background,607.5
23.601947784423828,a man walking down a street,245.0
23.582256317138672,a man in a black jacket on the street,423.0
23.52423858642578,a man in a black jacket on the street,248.5
23.467430114746094,a man in a black jacket on the street,181.5
23.462873458862305,a man in a black jacket on the street,42.5
23.45370101928711,a man in a black jacket on the street,195.0
23.45333480834961,a man talking on the phone,110.0
23.448076248168945,a man on the street with a car in the background,384.5
23.44390869140625,a man on the street with a microphone in his hand,579.5
23.441967010498047,a man on the street with a microphone in his hand,606.5
23.423799514770508,a man in a black jacket on the street,93.0
23.373212814331055,a man in a black jacket on the street,441.5
23.358491897583008,a man on the street with a microphone in his hand,424.0
23.33075523376465,a man with a gun on the street,278.0
23.290313720703125,a man on the street with a car in the background,609.5
23.271753311157227,a man in a black jacket on a street,590.5
23.248327255249023,a man on the street with a microphone in his hand,444.0
23.24543571472168,a man in a black jacket on a street,608.5
23.244035720825195,a man in a black jacket on a street,605.5
23.234947204589844,a man on a street with a car in the background,300.0
23.225845336914062,a man in a black jacket on a street,613.0
23.213537216186523,a man on a street with a car in the background,286.5
23.211244583129883,a man in a suit pointing at the camera,138.5
23.198495864868164,a man on the street with a microphone in his hand,380.5
23.195781707763672,a man on the street with a microphone in his hand,177.5
23.194644927978516,a man on the street with a microphone in his hand,281.5
23.192628860473633,a man in a black jacket on the street,175.5
23.18960952758789,a man in a black jacket on the street,447.0
23.164527893066406,two people sitting at a table with a tv screen in the background,344.5
23.15213394165039,a man on the street with a microphone in his hand,400.5
23.135711669921875,a man in a black jacket on the street,33.5
23.107070922851562,a man on the street with a microphone in his hand,266.5
23.103700637817383,a man on a street with a camera,35.5
23.089550018310547,a man in a black jacket on the street,202.5
23.079755783081055,a man holding a microphone in front of a car,298.5
23.07905387878418,a man on the street with a microphone in his hand,480.0
23.078603744506836,a man in a black jacket on the street,207.0
23.073932647705078,a man on the street with a microphone,510.5
23.061382293701172,a man in a suit and tie on the street,123.5
23.05651092529297,a man in a black jacket on a street,567.0
23.052352905273438,a man in a black jacket on the street,426.5
22.98920249938965,a man in a black jacket is shown on the screen,537.5
22.985776901245117,a man on the street with a car in the background,568.0
22.973068237304688,a man on the street with a microphone in his hand,403.0
22.972049713134766,a man on the street with a microphone in his hand,83.5
22.96173667907715,a man in a suit on the street,31.0
22.958398818969727,a man in a black jacket on the street,420.0
22.9388484954834,a man on the street with a fire in the background,276.0
22.91391372680664,a man on the street with a car in the background,605.0
22.90412712097168,a man on the street with a microphone in his hand,475.0
22.870590209960938,a man in a black jacket on a street,549.5
22.864362716674805,a man on the street with a car in the background,616.5
22.845603942871094,a man in a black jacket on a street,598.5
22.838380813598633,a man on a street with a car in the background,437.0
22.811975479125977,a man in a black jacket on the street,371.5
22.7861385345459,a man in a black jacket on the street,506.5
22.750774383544922,a man holding a microphone in front of a car,535.0
22.74766731262207,a man on the street with a microphone in his hand,29.5
22.73720359802246,a man in a suit on the street,122.0
22.7149658203125,a man in a black jacket on a street,577.0
22.71080207824707,a man in a suit on the street,149.5
22.675546646118164,a man on the street with a microphone in his hand,200.0
22.644622802734375,a man on the street with a microphone in his hand,81.0
22.63998031616211,a man in a black jacket on the street,413.5
22.637807846069336,a man standing in front of a building,46.5
22.635147094726562,a man in a black jacket on the street,271.0
22.632213592529297,a man on the street with a microphone in his hand,601.0
22.614437103271484,a man in a suit on the street,99.0
22.605104446411133,a man standing on a street,43.5
22.5954647064209,a man on the street with a microphone in his hand,41.5
22.58832359313965,a man in a black jacket pointing at the camera,603.5
22.56496238708496,a man holding a microphone in front of a building,30.0
22.55915069580078,a man on the street with a car in the background,366.0
22.55555534362793,two people sitting at a table with a tv screen in the background,315.0
22.551847457885742,a man in a black jacket on the street,408.5
22.502290725708008,a man on a street with a camera,257.5
22.500755310058594,two people sitting at a table in front of a tv screen,6.0
