score,label,timestamp
30.230026245117188,two ships in the water with smoke coming from them,28.0
30.160524368286133,a map of ukraine with red arrows,60.0
29.777311325073242,two ships in the water with smoke coming out of them,28.5
29.765134811401367,a map with people on it,71.5
29.50293731689453,tanks on a field with a sky background,23.0
28.987096786499023,a ship in the water with smoke coming out of it,27.5
28.58415985107422,a man in a coat and glasses is being interviewed by a reporter,380.0
28.533275604248047,an oil field with a large amount of oil in the background,21.5
28.522747039794922,two tanks in the middle east,25.5
28.442462921142578,a ship with smoke coming out of it,38.0
28.423765182495117,a man standing next to a wall with pictures on it,362.0
28.2750244140625,a military helicopter with a man in the cockpit,15.0
28.02681541442871,a helicopter flying over a field,20.0
27.95534896850586,a tank in the middle east,188.5
27.8999080657959,a man in a suit pointing to a map,40.0
27.79079818725586,a man in a suit and tie pointing to a map,50.5
27.790721893310547,a man in a suit pointing to a map,44.0
27.754695892333984,a man in a suit talking to a reporter,492.0
27.67506217956543,a man in a suit pointing at a map,57.0
27.669673919677734,a tank in the middle east,25.0
27.65713882446289,a military helicopter flying in the sky,16.0
27.615516662597656,a police officer entering a building,309.5
27.560049057006836,a man in a suit pointing at a map,49.5
27.335031509399414,a tank in the middle east,13.0
27.28459358215332,a man in a suit talking to a reporter,397.0
27.20094871520996,a man in a suit pointing at a map,54.0
27.083133697509766,a group of people entering a building,308.5
27.04353904724121,a tank on the ground in the snow,12.5
26.959033966064453,a man in a suit and tie pointing to a map,39.5
26.900222778320312,a ship in the water with smoke coming out of it,38.5
26.872081756591797,a man in a suit and mask shaking hands with a woman in a suit,277.5
26.619853973388672,a map with a bunch of people,69.0
26.591869354248047,a man pointing at a wall with pictures on it,359.5
26.570941925048828,a man in a suit pointing at a map,93.5
26.544626235961914,a man in a suit and tie pointing at a map,52.0
26.437301635742188,a man in a suit pointing to a map,93.0
26.43299674987793,a man in a suit and tie with a bar chart,103.5
26.424579620361328,a man in a suit talking to a reporter,176.5
26.303939819335938,a man in a suit pointing to a map,55.0
26.253522872924805,a ship in the water with smoke coming out,35.0
26.133581161499023,a courtroom with people in it,315.0
26.064674377441406,a man pointing at a wall with pictures on it,399.0
26.001482009887695,a man in a suit pointing to a map,75.5
26.000417709350586,a courtroom with people in it,272.5
25.846174240112305,a ship that is in the water,37.0
25.690006256103516,a man and woman on a tv screen,339.0
25.600494384765625,a man in a suit talking to a woman in a suit,279.5
25.59406089782715,a man in a suit pointing at a map,77.5
25.45125961303711,a man in a suit and tie pointing at a map,75.0
25.414813995361328,a man in a coat and glasses talking to the camera,486.0
25.394268035888672,a man in a coat talking to the camera,486.5
25.333894729614258,a man standing at a podium,169.5
25.33014678955078,a man in a coat talking to the camera,381.5
25.313257217407227,a man standing in front of a wall with pictures on it,361.0
25.229297637939453,a man with glasses and a coat,474.0
25.19113540649414,a man in a brown coat and glasses standing in front of a wall with pictures on it,413.5
25.188426971435547,a man in front of a wall with pictures of people,370.0
25.125133514404297,a man in a coat and glasses on a street,393.0
25.090007781982422,a boat in the water with a ship in the background,26.5
25.030073165893555,a man in a suit and tie standing in front of a map,97.5
24.969541549682617,a man in a suit and tie standing in front of a map,73.0
24.797958374023438,a group of people outside a building,305.0
24.79146385192871,a woman wearing a face mask,275.0
24.77836799621582,a man in a suit and tie standing in front of a map,82.0
24.704219818115234,a man in a suit and tie pointing to a map,72.0
24.636093139648438,a man and woman wearing masks,276.5
24.6081600189209,a man in a suit and tie pointing to a map,78.0
24.601375579833984,a map with the names of different countries,61.0
24.593875885009766,a boat in the water with smoke coming out,33.5
24.508710861206055,a group of people standing in front of a building,306.5
24.423049926757812,a man in a suit talking to the camera,397.5
24.37143325805664,a man in a suit standing in front of a map,80.0
24.33722496032715,a man in a suit talking to the camera,180.0
24.278182983398438,a man in a suit speaking into a microphone,318.5
24.23293685913086,a man and woman sitting on a tv screen,333.5
24.19336700439453,a large ship in the water,37.5
24.188081741333008,a man in a brown coat and glasses standing in front of a wall with pictures on it,415.5
24.162425994873047,a man in a coat and glasses on the street,496.0
24.152053833007812,a group of people in a courtroom,273.0
24.1319637298584,a man in a suit with his hand on his head,170.0
