score,label,timestamp
36.04141616821289,two men in suits walking up a flight of stairs,473.0
34.79648971557617,the russian flag flying in front of a building,117.5
34.67729949951172,a firefighter using his phone,72.5
33.70808029174805,a firefighter using his phone,78.0
33.51631164550781,firefighters in the aftermath of a building,62.0
32.85935592651367,a building being built on the side of a road,106.0
32.83273696899414,a map of ukraine and ukraine,286.0
32.764671325683594,the bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga bundesliga,797.5
32.71532440185547,a blue and white background with a world map in the background,795.5
32.55978012084961,soldiers shaking hands in a tunnel,175.5
32.50591278076172,the interior of a futuristic car,5.5
32.3881721496582,a crowd of people outside a train station,89.5
32.201438903808594,a weather map with the sun shining,891.5
32.142738342285156,two men in suits walking down stairs,473.5
32.099632263183594,a soldier on top of a military vehicle,541.5
32.011383056640625,people waiting at a train station,359.0
31.943740844726562,a document with the words in german,517.0
31.89026641845703,two men walking down a flight of stairs,472.5
31.865673065185547,a man pushing a stroller down a road,389.5
31.73402214050293,a weather map with the sun shining over europe,891.0
31.719379425048828,the text in german on a computer screen,507.0
31.68444061279297,a building that has been destroyed,58.0
31.563213348388672,a man pushing a baby in a stroller,389.0
31.533634185791016,people walking around a train station,85.5
31.48401641845703,a man in a military uniform talking to another man,171.0
31.45222282409668,a man holding a sign in front of a tent,351.0
31.40182113647461,a man in a firefighter's helmet,81.5
31.355770111083984,a man in a tent with luggage,307.5
31.266244888305664,two men standing in a stairwell,477.0
31.080537796020508,a man being carried by a firefighter is seen on the screen,66.0
31.0394344329834,two firefighters in front of a building,69.5
30.995386123657227,a group of soldiers standing in a tunnel,174.5
30.957122802734375,a group of soldiers in a tunnel,175.0
30.80645179748535,a man in a suit and tie standing in front of a destroyed building,914.5
30.791078567504883,the twitter account of the russian president,101.5
30.731739044189453,a soldier on top of a building,540.0
30.717565536499023,a man in a firefighter's helmet,78.5
30.62413215637207,a building that has been damaged,58.5
30.581050872802734,a futuristic office with a man standing in the middle of the room,7.5
30.540557861328125,a building that has been destroyed,67.5
30.53688621520996,a navy ship with a man on the deck,548.5
30.461380004882812,a man pushing a suitcase down a road,390.0
30.400869369506836,a group of men walking down the road,371.0
30.230152130126953,a document with a yellow highlight,516.5
30.21796226501465,a soldier on top of a tank,540.5
30.177705764770508,people waiting on a train platform,360.0
30.068716049194336,two soldiers talking to each other soldiers,172.0
30.02884292602539,a group of people standing on the side of a road,373.0
29.9927921295166,a plane flying over a city,52.0
29.987035751342773,two men shaking hands on a red carpet,445.0
29.961767196655273,two people standing in the rubble,64.5
29.892915725708008,the twitter page on a computer screen,148.5
29.88698387145996,the scene after a fire broke through a building in istanbul,61.0
29.802536010742188,people walking down the road with luggage,391.5
29.785804748535156,a man standing in front of a tent,339.5
29.576107025146484,a man and a woman walking down the stairs,476.0
29.5654296875,a man holding a bag of food,336.0
29.512556076049805,a group of people in a room,311.5
29.469486236572266,a man in a black jacket talking to reporters,382.5
29.442535400390625,the twitter page on a computer screen,151.0
29.43352699279785,a weather map and a weather map,861.0
29.405250549316406,a man in a suit and tie walking down the stairs,471.5
29.37936019897461,a futuristic room with a large screen,7.0
29.300065994262695,a man in a firefighter's helmet,73.0
29.270788192749023,a soldier talking to another soldier,173.0
29.197650909423828,a woman on the street talking to a reporter,190.5
29.111963272094727,a city with buildings and a statue,96.5
29.08582305908203,a building with a flag flying in the air,498.5
29.056169509887695,the german language on a computer screen,506.0
29.055824279785156,a woman hugging a man on the side of the road,396.0
29.02520751953125,a firefighter standing in front of a building,75.5
28.995315551757812,a crowd of people wearing face masks,440.5
28.985660552978516,a group of people on the side of a road,374.5
28.972049713134766,a page with the words in german,506.5
28.919105529785156,the twitter page of a man in a suit and tie,150.5
28.908559799194336,a man in front of a building,143.5
28.861679077148438,a firefighter standing in front of a building,69.0
28.741483688354492,two people walking down the stairs,479.0
28.737430572509766,a document with a yellow highlight on it,514.0
28.66213607788086,twitter's twitter page on a computer screen,148.0
28.584186553955078,the aftermath of a building in the city,68.5
28.568384170532227,a woman holding a microphone on the street,188.5
28.567554473876953,a man in a suit talking to another man in a suit,451.0
28.4498291015625,a man holding up a sign,345.0
28.436832427978516,a man standing at a podium,162.0
28.434446334838867,a group of people walking down the road,372.0
28.417274475097656,a world map with a blue background,0.0
28.399003982543945,a man in a brown jacket talking to reporters,377.0
28.315963745117188,a crowd of people waiting outside a building,364.0
28.303762435913086,a weather map with different weather conditions,894.5
28.302797317504883,a group of people standing outside a tent,306.0
28.272857666015625,a navy ship with a man on it,546.0
28.194185256958008,a man holding up a sign,341.0
28.149303436279297,a woman holding a microphone on the street,275.0
28.137710571289062,a group of people sitting on the floor,356.0
28.0852108001709,two men in suits and ties,582.5
28.062610626220703,a man holding up a sign,353.0
28.018136978149414,a tall building in the city,70.5
27.957233428955078,a paper with a yellow highlight on it,511.0
27.956768035888672,a woman holding a microphone in the street,188.0
27.93952751159668,a person wearing a beanie,313.5
27.826963424682617,a man standing in front of a building,132.0
27.8048095703125,a man in a helmet on the street,56.0
27.798442840576172,a crowd of people walking down the street,82.5
27.79766273498535,a car driving down the street,106.5
27.790403366088867,a bridge with snow on it,113.0
27.74530029296875,a building at night with the lights on,501.5
27.685035705566406,a weather map and a weather map,894.0
27.634780883789062,the weather map for the uk,890.0
27.619670867919922,a car that is parked on the street,454.5
27.607454299926758,two people with luggage in front of a tent,306.5
27.589529037475586,a man in a suit walking across the street,454.0
27.579469680786133,a woman hugging a man in front of a van,394.5
27.529977798461914,a woman holding a microphone in the street,271.5
27.529491424560547,a woman holding a microphone in the street,264.0
27.527477264404297,a man wearing a firefighter's helmet,74.5
27.52121353149414,a crowd of people walking in the street,86.5
27.51938819885254,a woman hugging a child on the side of the road,397.0
27.49668312072754,a woman holding a microphone in the street,220.0
27.461000442504883,a man in a suit and tie on a tv screen,579.0
27.413497924804688,a woman holding a microphone in front of a bus,223.5
27.396282196044922,a woman hugging her dog on the side of the road,398.0
27.393442153930664,a woman holding a microphone in the street,259.5
27.346633911132812,a woman holding a microphone in the street,190.0
27.345993041992188,a woman holding a microphone in the street,242.5
27.329256057739258,a woman holding a microphone in front of a bus,244.5
27.29950714111328,a man in a black jacket talking to the camera,376.5
27.23818016052246,two men standing next to a car,444.0
27.19341468811035,people walking down the street in a city,83.0
27.190946578979492,a man standing in front of a tent,346.0
27.165048599243164,a navy ship with people on it,547.0
27.11916732788086,a woman holding a microphone on the street,232.0
27.08631706237793,a man in a brown jacket talking to reporters,380.5
27.01442527770996,a city with buildings in the background,104.5
26.97789192199707,a woman holding a microphone in the street,250.0
26.931987762451172,a navy ship in the water,551.0
26.903169631958008,a woman holding a microphone in the street,208.5
26.896352767944336,a tv screen with people on it,11.0
26.873018264770508,a man wearing glasses and a suit,464.5
26.862003326416016,a woman in a gray jacket talking to the camera,193.5
26.84187126159668,a ship in the water with smoke coming out of it,551.5
26.835420608520508,a firefighter spraying water on a building,70.0
26.826997756958008,a man in a suit and tie talking to another man in a suit,449.5
26.784896850585938,a woman holding a microphone in the street,253.5
26.783859252929688,a building at night with lights on,504.5
26.775129318237305,a woman holding a microphone in the street,196.0
26.714374542236328,a crowd of people standing in line outside a building,363.0
26.69101905822754,a man in a brown jacket speaking into microphones,385.5
26.68950080871582,a group of people walking down a hill,165.5
26.60162925720215,a group of people walking down the street,85.0
26.547687530517578,the text on a piece of paper,528.0
26.474763870239258,a man on a tv screen,144.5
26.469263076782227,a street with buildings in the background,112.0
26.416933059692383,a man in a suit and tie on a tv screen,238.0
26.38933563232422,the text ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `,533.5
26.346834182739258,a group of people walking down the street,367.5
26.30644989013672,a bridge with snow on it,115.5
26.299108505249023,a man wearing glasses and a suit,456.5
26.28199577331543,a man in a suit and tie on a news set,578.5
26.238088607788086,a tv set with a man standing in front of it,9.5
26.224592208862305,a woman in a gray jacket talking to the camera,247.5
26.177339553833008,a woman holding a microphone in the street,228.5
26.150291442871094,a futuristic office with a world map on the wall,8.0
26.132776260375977,a woman holding a stuffed animal,398.5
26.094724655151367,a crowd of people in the street,441.5
26.066650390625,a group of people walking down the street,303.5
