score,label,timestamp
30.15571403503418,a man in a black jacket and glasses on the street with a military truck behind him,202.5
29.797508239746094,a man in a black coat and a map of ukraine,70.5
29.602548599243164,a man in a black coat and glasses on the street with a military vehicle behind him,453.0
29.265918731689453,a man with glasses and a tank in the background,146.5
29.223278045654297,a man in a black jacket and glasses on the street with a military vehicle behind him,482.5
28.843753814697266,the wreckage of a plane that crashed in ukraine,348.5
28.77111053466797,a man standing next to a tank,601.0
28.743087768554688,a man with glasses and a tank in the background,174.5
28.735071182250977,a man in a military uniform talking to a reporter,347.0
28.645004272460938,a man in a black jacket and glasses on the road with a military vehicle in the background,456.5
28.549806594848633,a man in a military uniform is being interviewed by a reporter,346.0
28.520692825317383,a man with glasses and a tank,205.0
28.4980525970459,a man with glasses and a tank in the background,485.0
28.283720016479492,a man with glasses and a tank,483.5
28.251680374145508,a man in a military uniform talking to a reporter,331.0
28.100666046142578,a car driving down a road at night,34.0
28.094045639038086,a man with glasses and a tank in the background,454.5
28.0838623046875,"a man in a black coat and glasses, with a map of europe in the background",67.0
28.03386688232422,a man with glasses and a tank in the background,513.5
27.751066207885742,"a man in a black coat and glasses, with the map of ukraine in the background",438.5
27.680675506591797,the plane that crashed into the airport,33.0
27.658226013183594,two men in suits and ties on the bbc news,419.0
27.561830520629883,a car on the road at night,31.5
27.55866241455078,two men in suits and ties on the bbc news,395.5
27.54205894470215,a man in a military uniform talking to a reporter,323.5
27.482177734375,a man in a military uniform talking to a reporter,328.5
27.43468475341797,a man standing next to a tank,204.5
27.39159393310547,a man in a black coat and glasses on the street with a military vehicle in the background,205.5
27.388824462890625,two men in suits and ties on the bbc news,415.0
27.381616592407227,two men in suits and ties on the bbc news,405.0
27.342241287231445,two men in suits and ties on the bbc news,409.0
27.27832794189453,"a man in a black coat and glasses, with the map of ukraine in the background",71.0
27.24898338317871,a man standing next to a tank,145.5
27.23979949951172,the plane that crashed on the runway at the airport,32.5
27.191364288330078,a man in a black jacket and glasses on the street with a military vehicle in the background,457.0
27.104633331298828,a car on the road at night,20.0
27.096712112426758,a car driving down a road at night,44.0
26.96914291381836,a man in a black coat and glasses on the street with a military vehicle in the background,603.0
26.96677589416504,two men in suits and ties on the bbc,611.5
26.914520263671875,an explosion in the dark sky,23.0
26.9080810546875,a man standing in front of a military vehicle,492.5
26.907726287841797,two men on the bbc news,389.0
26.824974060058594,two men in suits and ties on the bbc,400.0
26.722497940063477,"a man in a black jacket and glasses, with a map of ukraine in the background",438.0
26.717090606689453,a man with a beard and glasses on a street sign,160.0
26.705141067504883,a man standing next to a tank,116.5
26.57931137084961,two men in suits and ties on the bbc,398.0
26.441635131835938,a man standing next to a tank,514.0
26.43406867980957,a car on the side of a road at night,31.0
26.432701110839844,a man in a suit and tie on a news set,1.0
26.3685302734375,a man standing in front of a tank,521.0
26.36346435546875,two men in suits and ties on the bbc news,280.0
26.3370418548584,two men in suits and ties on the bbc news,259.0
26.326812744140625,two men in suits and ties on the bbc news,270.5
26.285993576049805,two men in suits and ties on the bbc news,277.0
26.28218650817871,a man standing in front of a tank,580.0
26.2642765045166,a rocket being launched by the german air force,22.5
26.23313331604004,"two men in suits and ties, one is wearing glasses and the other is wearing a suit",402.5
26.174663543701172,"a man in a black jacket and glasses, with a map of the city behind him",83.0
26.148183822631836,a man with a beard and glasses on a street sign,527.5
26.125839233398438,a car in the dark night,29.0
26.125253677368164,"two men in suits and ties, one with a beard and the other with a beard",50.5
26.109024047851562,"two men in suits and ties, one with a beard and the other with a beard",62.5
26.079111099243164,two men on a tv screen,382.0
26.071550369262695,a plane flying over a city at night,45.0
25.986541748046875,a man with a beard and glasses,287.0
25.95757484436035,two men in suits and ties on the bbc news,267.0
25.885652542114258,a man standing in front of a military vehicle,203.0
25.883825302124023,"two men in suits and ties, one is wearing glasses and the other is wearing glasses",409.5
25.843442916870117,a man standing in front of a tank,608.5
25.825090408325195,"two men in suits and ties, one with a beard and the other with a beard",47.0
25.822507858276367,"a man in a black coat and glasses, with a tank in the background",572.5
25.800617218017578,"a man in a black coat and glasses, with a map of the city behind him",80.0
25.717605590820312,"a man in a black jacket and glasses, with a map in the background",75.0
25.691442489624023,a man in a black jacket and glasses on the road with a truck behind him,172.0
25.677719116210938,"a man in a black coat and glasses, with a tank in the background",455.5
25.671913146972656,a comet in the dark sky,26.5
25.653030395507812,"a man in a black coat and glasses, with a map of the city behind him",75.5
25.64482879638672,a man standing in front of a military vehicle,144.5
25.598846435546875,"a man in a black coat and glasses, with a tank in the background",602.0
25.58757209777832,"a man in a black coat and glasses, with a tank in the background",175.5
25.58485984802246,a man with glasses and a sign,188.0
25.584138870239258,"a man in a black coat and glasses, with a tank in the background",117.0
25.53758430480957,"a man in a black coat and glasses, with a map of the area behind him",72.0
25.512500762939453,a man standing in front of a tank,462.0
25.501455307006836,a man standing in front of a road sign,141.0
25.471609115600586,a man in a suit on a news set,17.0
25.397708892822266,a man with a beard and glasses,431.5
25.360971450805664,"two men in suits, one with a beard and the other with glasses",405.5
25.328369140625,the scene at the scene of a plane crash,37.0
25.27374267578125,"a man in a black coat and glasses, with a map in the background",81.5
25.271772384643555,a man on the road with a truck in the background,143.0
25.25524139404297,a man standing in front of a tank,211.0
25.24395751953125,"a man in a black coat and glasses, with a map in the background",96.5
25.219200134277344,two men in military gear talking to each other people,320.0
25.218036651611328,"two men in suits, one with a beard and the other with a beard",382.5
25.2158145904541,a plane flying over a field at night,19.0
25.18531608581543,a man standing in front of a tank,179.5
25.171974182128906,a man on the street with a truck behind him,599.5
25.157506942749023,"a man in a black coat and glasses, with a map of europe in the background",434.0
25.087051391601562,the plane that crashed on the runway at the airport,42.0
25.067432403564453,"a man in a black coat and glasses, with a map in the background",93.0
