score,label,timestamp
29.465660095214844,a fire in a building in ukraine,181.0
29.35441017150879,a fire in a residential area in ukraine,179.0
25.721576690673828,a man with a beard and glasses on a tv screen,373.5
25.315502166748047,a fire in a building with smoke coming out of it,201.0
25.21881675720215,a building that is on fire,184.0
24.889141082763672,a fire in a building with smoke coming out of it,181.5
24.83219337463379,a man with glasses and a beard on a tv screen,25.5
24.824934005737305,a man with glasses and a beard on a tv screen,33.5
24.804645538330078,a fire in a residential area,200.5
24.601505279541016,a man with glasses and a beard on a tv screen,54.0
24.522979736328125,a man with glasses on a tv screen,6.5
24.515207290649414,a fire in a building with smoke coming out of it,192.0
24.29730987548828,a building that is on fire,201.5
24.283308029174805,a man on a television screen,118.0
24.282630920410156,a man with glasses and a beard on a tv screen,116.0
24.196592330932617,a man with glasses and a beard on a tv screen,63.5
24.10013771057129,a man on a television screen,92.5
24.04422378540039,a man with glasses on a tv screen,123.0
23.956729888916016,a man on a television screen,19.5
23.84756088256836,a man on a television screen,34.5
23.614002227783203,a man with glasses on a tv screen,106.0
23.554738998413086,a man with glasses on a tv screen,61.5
23.5158634185791,a man on a television screen,14.5
23.50823974609375,a fire in a residential area,177.0
23.481191635131836,a man with glasses on a tv screen,59.5
23.453636169433594,a man on a television screen,112.0
23.40886878967285,a man with glasses on a tv screen,55.5
23.395849227905273,a man in a suit and tie on a tv screen,406.5
23.36153793334961,a man on a television screen,99.0
23.20783233642578,a man on a television screen,95.5
23.15898323059082,a man on a television screen,60.0
23.1568546295166,a man on a television screen,11.0
23.129281997680664,a man in a black jacket and glasses on a tv screen,53.0
23.104007720947266,a man with glasses and a beard on a tv screen,120.0
23.088335037231445,a man on a television screen,110.0
23.027830123901367,a man with glasses on a tv screen,64.5
23.004188537597656,a man with glasses on a tv screen,82.5
22.987361907958984,a man on a television screen,319.0
22.920162200927734,a man on a television screen,383.0
22.90154266357422,a man on a television screen,286.0
22.87708282470703,a man with glasses and a beard on a tv screen,87.0
22.844932556152344,a man on a television screen,303.0
22.822378158569336,a man with glasses on a tv screen,97.5
22.75421142578125,a man on a television screen,50.0
22.73851776123047,a man with glasses on a tv screen,108.5
22.64940071105957,a man in a suit and tie on a tv screen,265.5
22.547842025756836,a man with glasses on a tv screen,100.0
22.541221618652344,a man on a television screen,295.5
22.47840690612793,a man on a television screen,369.0
22.47254753112793,a man in a black jacket is shown on the screen,549.0
22.23709487915039,a man in a black shirt and glasses is shown on the screen,390.0
22.231647491455078,a man in a black shirt and glasses is shown on the screen,404.5
22.099620819091797,a man with glasses on the screen,54.5
22.09356689453125,a man with glasses and a beard sitting in front of a window,22.5
22.08843421936035,a man in a black jacket and glasses on a television screen,307.0
22.08586883544922,a man on a television screen,90.0
22.071395874023438,a man with glasses on a tv screen,74.0
21.99710464477539,a man with glasses on a tv screen,79.5
21.9465274810791,a man with glasses on the screen,99.5
21.91744613647461,a man on a television screen,195.0
21.845600128173828,a man in a black shirt and glasses on a tv screen,14.0
21.840072631835938,a man in a black shirt is shown on the screen,552.5
21.82921600341797,a man with glasses on the screen,62.0
21.803510665893555,a man in a black jacket and glasses is shown on a television screen,316.0
21.799732208251953,a man in a black shirt is shown on the screen,547.0
