score,label,timestamp
29.288330078125,a man with glasses and a beard is being interviewed in front of a crowd,166.0
29.24787712097168,a man with a beard and glasses is being interviewed in front of a crowd,135.0
28.811695098876953,a man with glasses and a beard is being interviewed by a reporter,57.0
28.238536834716797,a man with glasses and a beard is being interviewed in front of a crowd,172.0
27.04449462890625,a man and woman on a tv screen,217.5
26.86506462097168,a man with a beard and glasses is being interviewed by a crowd,64.0
26.49111557006836,a man and woman on a tv screen,206.5
26.29194450378418,a man in a coat and glasses standing in front of a crowd,21.0
26.172576904296875,a man in a coat and glasses walking through a crowd,23.0
26.112060546875,a man with glasses and a beard in front of a crowd,22.5
26.075546264648438,a man with glasses and a beard in front of a crowd,20.0
25.716899871826172,a man and woman on a tv screen,215.0
25.571828842163086,a man with glasses and a beard in front of a crowd,25.0
25.52227020263672,a man and woman on a tv screen,181.5
25.24824333190918,a man with glasses and a beard is being filmed by a crowd,36.0
25.073774337768555,a woman and a man on a tv screen,4.0
24.876529693603516,a man in a pink coat and glasses,23.5
24.874460220336914,a man and woman on a tv screen,178.0
24.670015335083008,a man with glasses and a beard standing in front of a crowd,118.0
24.541534423828125,a man in a crowd with a red flag,34.0
24.408117294311523,a man in a pink coat and glasses standing in front of a crowd,119.0
24.082242965698242,a man with glasses and a beard in front of a crowd,117.5
24.04997444152832,a group of people standing in front of a crowd,25.5
24.02077865600586,a man in a crowd with a red flag,79.0
23.950637817382812,a man in a suit talking to another man in a suit,24.5
23.941144943237305,a man in a crowd with a red flag,85.0
23.792125701904297,a man in a crowd with a red flag,61.5
23.654132843017578,a man with a beard and glasses on a street,142.0
23.49893569946289,a man in military uniform jumping in the air,0.0
23.372079849243164,a man with glasses and a beard in front of a crowd,120.0
23.09849739074707,a man with glasses and a red flag,79.5
23.019859313964844,a man with a beard and glasses in front of a crowd,136.5
22.873855590820312,a man with a beard and glasses in front of a crowd,164.0
22.635189056396484,a man with a beard and glasses in front of a crowd,166.5
22.50189781188965,a man with glasses and a beard in a crowd,76.5
22.462074279785156,a crowd of people outside a building,29.0
22.29631233215332,a man in a coat and glasses standing in front of a crowd,122.0
22.29342269897461,a crowd of people standing in front of a building,65.0
22.228240966796875,a man in a military uniform is being filmed by a camera,160.0
22.225793838500977,a man with glasses and a beard standing in front of a crowd,165.0
22.222946166992188,a man with glasses and a beard in front of a crowd,167.0
22.163423538208008,a man in a crowd with a camera,54.5
21.877328872680664,a man in a coat and glasses standing in front of a crowd,45.0
21.82070541381836,kim kim kim kim kim kim kim kim kim kim kim kim kim kim kim kim kim kim,31.0
21.585493087768555,a man with glasses and a beard in front of a crowd,138.0
21.461488723754883,a man in a crowd with a camera,34.5
21.44524383544922,a man in a crowd of people,123.0
21.386795043945312,a man with glasses and a beard in front of a crowd,133.5
21.228797912597656,a man with glasses and a pink coat,169.5
21.104646682739258,a man in a coat and glasses standing in front of a crowd,132.5
21.04755210876465,a man with a beard and glasses in front of a crowd,144.0
21.029775619506836,a man and a woman sitting at a table,2.0
21.016389846801758,a man with a beard and glasses,58.5
20.96148681640625,a man in a crowd with a camera,129.5
20.93641471862793,a man in a white coat and glasses walking through a crowd,68.0
20.9329776763916,a man in a pink coat and glasses walking through a crowd,81.0
20.772958755493164,a man in a pink coat and glasses,143.0
20.71419906616211,a man in a crowd with a camera,123.5
20.711339950561523,a man in a white coat and glasses walking through a crowd,61.0
20.70819664001465,a man with glasses and a beard,16.5
20.683183670043945,a man in a crowd with a camera,112.0
20.617094039916992,a man with a beard and glasses in front of a crowd,64.5
20.583765029907227,a man with a beard and glasses,40.0
20.577495574951172,two people sitting at a table,12.0
20.45958709716797,a woman and a man sitting at a table,2.5
20.43706512451172,a man with glasses and a beard standing in front of a crowd,137.5
20.392345428466797,a man with a beard and glasses in front of a crowd,43.0
20.363893508911133,a man with a gun and a man in a suit,148.0
20.353368759155273,a man in a military uniform and a man in a military uniform,156.0
20.335369110107422,a man in a pink coat and glasses,78.0
20.130569458007812,a man in a crowd with a red hat,66.5
20.088857650756836,a man with glasses and a beard in front of a crowd,37.0
20.064130783081055,a man with glasses and a beard in front of a crowd,78.5
20.04544448852539,a man with a beard and glasses,82.5
20.035533905029297,a man in a white coat and glasses,144.5
20.004560470581055,a man and a woman sitting at a table,190.5
19.98609161376953,a man in a crowd with a red hat and glasses,48.0
19.98552894592285,a man with glasses and a beard in front of a crowd,125.0
19.928852081298828,a man with a beard and glasses in front of a crowd,71.0
19.88780975341797,a man in a white coat and glasses,131.5
19.863746643066406,a man in a pink coat and glasses standing in front of a crowd,139.5
19.75921630859375,a man in a white coat and glasses,17.5
19.748619079589844,a man with glasses and a beard standing in front of a crowd,52.5
19.74433135986328,a man in a suit and glasses standing in front of a crowd,117.0
19.718765258789062,a man with glasses and a beard in front of a crowd,127.0
19.66570281982422,a man in a pink coat and glasses,170.5
19.647388458251953,a man and a woman sitting at a table,216.5
19.638866424560547,two people sitting at a table,111.0
19.56743621826172,two people sitting at a table,188.0
